Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,33140,737,12,3826,4735,104,21616,2021-12-22
ACT,124,11,1,4,88,4,11,2021-12-22
NSW,18798,299,6,2752,2086,42,13710,2021-12-22
NT,93,13,0,0,39,9,0,2021-12-22
QLD,197,18,1,67,107,13,129,2021-12-22
SA,556,26,1,127,224,7,291,2021-12-22
TAS,14,2,0,1,9,2,3,2021-12-22
VIC,13355,368,2,875,2182,26,7472,2021-12-22
WA,3,0,1,0,0,1,0,2021-12-22
